Run	Cell	Species	CellLine	Barcode.1st	Barcode.2nd	Remark	TotalReads	UniqReads	Length.Median	Length.Mean	Length.Std	Background	GC.Median	GC.Mean	GC.Std	Spikiness	GenomicDepth	GenomicCoverage
20220929_P2	20220929_P2.C66	Mouse	epithelium	26	12		245010	128276	2219.0	2492.11988992485	1126.074244848618	0.005802000000000001	0.4122327200397812	0.4161714756781513	0.05168020278567958	0.2556536882696853	0.2327991985227456	0.1132574090110777
20220929_P2	20220929_P2.C68	Mouse	epithelium	27	9		229227	126650	2356.0	2713.545945519147	1361.660518625607	0.006840000000000001	0.4144181763301772	0.4186768573486548	0.05115264967668202	0.2538696050189386	0.2295462134241517	0.1230457303147271
20220929_P2	20220929_P2.C71	Mouse	epithelium	27	13		312678	180743	2033.0	2346.028393907371	1139.536433411411	0.020715	0.4157372986369269	0.419360012730444	0.05233280023662912	0.2322995115895009	0.274991951837483	0.1508103119680493
20220929_P2	20220929_P2.C74	Mouse	epithelium	28	12		160496	83056	2176.0	2436.17525524947	1088.137388740283	0.006162	0.4130781499202552	0.4171776649912792	0.05183279754344889	0.2604270013271315	0.1495808023999077	0.07233187846090819
20220929_P2	20220929_P2.C75	Mouse	epithelium	28	13		203078	111988	2068.0	2301.917455441655	1021.570874759554	0.008739	0.4170403587443946	0.4208282160399176	0.05245064439634298	0.2583797563969408	0.1808933229087017	0.09301290117579687
20220929_P2	20220929_P2.C76	Mouse	epithelium	29	9		220768	130073	2121.0	2409.745419879607	1129.850751713525	0.002682	0.4130675526024363	0.4168670128122598	0.05221456325483827	0.2460155693622456	0.1985209304867913	0.1123960093620283
20220929_P2	20220929_P2.C78	Mouse	epithelium	29	12		160854	101975	2201.0	2457.164255945085	1079.32727418169	0.002804	0.4134165366614664	0.4176675571760624	0.05133103015129806	0.2307242441647956	0.1506019392285749	0.09073490359573604
20220929_P2	20220929_P2.C79	Mouse	epithelium	29	13		226479	94616	2402.0	2741.003582903526	1353.818413906826	0.003893	0.4138564774488542	0.4180513465731143	0.05195685069126337	0.3807149833064571	0.2236973594752542	0.09129437434537413
20220929_P2	20220929_P2.C80	Mouse	epithelium	29	16		157512	99068	2175.0	2452.441948964348	1127.529803919532	0.005531	0.4143273862676848	0.418270470230053	0.05118231940225024	0.2799347053740038	0.1469911038992337	0.08840383800408423
20220929_P2	20220929_P2.C81	Mouse	epithelium	30	9		223204	134694	2152.0	2438.476390930554	1125.428719245566	0.015294	0.4132564841498559	0.4170815364142706	0.05221701407635729	0.227356498216362	0.2038349337708815	0.1175769420479183
20220929_P2	20220929_P2.C82	Mouse	epithelium	30	11		165770	110076	2323.0	2612.292579672227	1204.187532573293	0.004929	0.4128330840618193	0.4166465116713451	0.05116607646070442	0.2356539637958563	0.1654584373469453	0.1041799939258276
